,Unnamed: 0,accession_number,year,r,g,b,hex,value
4275,4275,D36564,1796,60,53,38,#3c3526,135
791,791,D01124,1796,62,50,42,#3e322a,150
879,879,D01218,1796,62,54,45,#3e362d,165
841,841,D01179,1796,63,50,40,#3f3228,180
806,806,D01141,1796,63,53,44,#3f352c,195
871,871,D01210,1796,64,58,48,#403a30,210
804,804,D01139,1796,64,61,52,#403d34,225
790,790,D01123,1796,66,54,45,#42362d,240
817,817,D01152,1796,66,55,47,#42372f,255
838,838,D01173,1796,66,57,47,#42392f,270
805,805,D01140,1796,66,59,50,#423b32,285
813,813,D01148,1796,67,53,46,#43352e,300
812,812,D01147,1796,67,55,45,#43372d,315
809,809,D01144,1796,67,55,46,#43372e,330
839,839,D01174,1796,67,60,52,#433c34,345
789,789,D01122,1796,70,58,49,#463a31,360
4274,4274,D36563,1796,71,70,54,#474636,375
835,835,D01170,1796,73,60,51,#493c33,390
7088,7088,T13004,1796,75,74,66,#4b4a42,405
863,863,D01202,1796,79,66,53,#4f4235,420
803,803,D01138,1796,89,69,58,#59453a,435
876,876,D01215,1796,92,71,50,#5c4732,450
862,862,D01201,1796,92,71,53,#5c4735,465
830,830,D01165,1796,94,73,58,#5e493a,480
808,808,D01143,1796,95,69,54,#5f4536,495
842,842,D01180,1796,95,78,65,#5f4e41,510
792,792,D01125,1796,96,75,59,#604b3b,525
831,831,D01166,1796,96,78,64,#604e40,540
4278,4278,D36567,1796,96,91,69,#605b45,555
749,749,D00881,1796,98,83,64,#625340,570
878,878,D01217,1796,98,86,68,#625644,585
638,638,D00202,1796,98,112,107,#62706b,600
882,882,D01221,1796,99,83,72,#635348,615
786,786,D01119,1796,100,82,67,#645243,630
889,889,D01228,1796,100,87,70,#645746,645
834,834,D01169,1796,101,79,64,#654f40,660
751,751,D00883,1796,101,85,62,#65553e,675
802,802,D01136,1796,104,83,70,#685346,690
893,893,D01233,1796,104,84,71,#685447,705
886,886,D01225,1796,104,87,75,#68574b,720
892,892,D01231,1796,105,89,76,#69594c,735
853,853,D01191,1796,106,83,68,#6a5344,750
858,858,D01197,1796,106,88,72,#6a5848,765
787,787,D01120,1796,107,82,65,#6b5241,780
810,810,D01145,1796,108,89,76,#6c594c,795
895,895,D01235,1796,108,91,79,#6c5b4f,810
845,845,D01183,1796,111,90,77,#6f5a4d,825
897,897,D01237,1796,112,82,62,#70523e,840
788,788,D01121,1796,112,85,67,#705543,855
814,814,D01149,1796,112,88,73,#705849,870
818,818,D01153,1796,115,91,74,#735b4a,885
854,854,D01192,1796,115,93,75,#735d4b,900
870,870,D01209,1796,115,96,71,#736047,915
836,836,D01171,1796,116,97,81,#746151,930
884,884,D01223,1796,118,96,82,#766052,945
899,899,D01241,1796,119,99,86,#776356,960
815,815,D01150,1796,121,98,82,#796252,975
847,847,D01185,1796,121,100,85,#796455,990
811,811,D01146,1796,122,98,84,#7a6254,1005
869,869,D01208,1796,122,99,79,#7a634f,1020
857,857,D01196,1796,123,103,87,#7b6757,1035
843,843,D01181,1796,124,104,91,#7c685b,1050
868,868,D01207,1796,127,100,76,#7f644c,1065
864,864,D01203,1796,127,103,86,#7f6756,1080
894,894,D01234,1796,127,103,87,#7f6757,1095
785,785,D01118,1796,128,105,85,#806955,1110
819,819,D01154,1796,128,107,90,#806b5a,1125
798,798,D01131,1796,129,102,84,#816654,1140
664,664,D00673,1796,130,122,93,#827a5d,1155
887,887,D01226,1796,131,109,90,#836d5a,1170
890,890,D01229,1796,132,108,92,#846c5c,1185
898,898,D01239,1796,133,106,92,#856a5c,1200
755,755,D00888,1796,133,128,104,#858068,1215
860,860,D01199,1796,135,109,93,#876d5d,1230
901,901,D01243,1796,135,111,92,#876f5c,1245
885,885,D01224,1796,136,110,91,#886e5b,1260
837,837,D01172,1796,136,110,93,#886e5d,1275
856,856,D01195,1796,136,113,97,#887161,1290
896,896,D01236,1796,136,114,97,#887261,1305
824,824,D01159,1796,137,104,86,#896856,1320
903,903,D01245,1796,138,111,93,#8a6f5d,1335
820,820,D01155,1796,138,117,102,#8a7566,1350
877,877,D01216,1796,138,118,98,#8a7662,1365
846,846,D01184,1796,138,120,106,#8a786a,1380
828,828,D01163,1796,140,116,100,#8c7464,1395
756,756,D00889,1796,140,125,95,#8c7d5f,1410
768,768,D00903,1796,141,125,95,#8d7d5f,1425
947,947,D01910,1796,141,128,99,#8d8063,1440
859,859,D01198,1796,142,122,105,#8e7a69,1455
710,710,D00828,1796,143,161,160,#8fa1a0,1470
865,865,D01204,1796,144,114,96,#907260,1485
849,849,D01187,1796,144,114,97,#907261,1500
883,883,D01222,1796,144,121,103,#907967,1515
767,767,D00902,1796,144,142,127,#908e7f,1530
851,851,D01189,1796,145,112,94,#91705e,1545
855,855,D01193,1796,145,113,95,#91715f,1560
822,822,D01157,1796,145,114,95,#91725f,1575
796,796,D01129,1796,145,116,98,#917462,1590
800,800,D01133,1796,145,117,99,#917563,1605
832,832,D01167,1796,145,117,100,#917564,1620
874,874,D01213,1796,145,120,103,#917867,1635
826,826,D01161,1796,146,120,102,#927866,1650
848,848,D01186,1796,147,125,107,#937d6b,1665
795,795,D01128,1796,149,124,106,#957c6a,1680
799,799,D01132,1796,151,123,103,#977b67,1695
754,754,D00886,1796,151,136,105,#978869,1710
793,793,D01126,1796,152,123,104,#987b68,1725
866,866,D01205,1796,152,124,105,#987c69,1740
662,662,D00671,1796,152,147,123,#98937b,1755
769,769,D00904,1796,152,148,124,#98947c,1770
750,750,D00882,1796,153,136,108,#99886c,1785
821,821,D01156,1796,154,125,109,#9a7d6d,1800
904,904,D01246,1796,157,123,101,#9d7b65,1815
801,801,D01134,1796,157,125,105,#9d7d69,1830
900,900,D01242,1796,158,126,106,#9e7e6a,1845
797,797,D01130,1796,159,131,113,#9f8371,1860
829,829,D01164,1796,160,133,115,#a08573,1875
861,861,D01200,1796,160,137,120,#a08978,1890
823,823,D01158,1796,162,129,109,#a2816d,1905
840,840,D01178,1796,162,135,118,#a28776,1920
703,703,D00721,1796,163,146,125,#a3927d,1935
850,850,D01188,1796,164,130,111,#a4826f,1950
844,844,D01182,1796,164,133,114,#a48572,1965
752,752,D00884,1796,164,151,123,#a4977b,1980
825,825,D01160,1796,166,139,120,#a68b78,1995
833,833,D01168,1796,167,139,120,#a78b78,2010
827,827,D01162,1796,168,134,113,#a88671,2025
891,891,D01230,1796,168,137,118,#a88976,2040
711,711,D00838,1796,169,124,96,#a97c60,2055
852,852,D01190,1796,169,133,113,#a98571,2070
875,875,D01214,1796,170,141,122,#aa8d7a,2085
658,658,D00667,1796,170,171,145,#aaab91,2100
867,867,D01206,1796,171,138,119,#ab8a77,2115
672,672,D00681,1796,173,163,139,#ada38b,2130
729,729,D00860,1796,178,165,140,#b2a58c,2145
761,761,D00894,1796,178,175,153,#b2af99,2160
734,734,D00865,1796,179,163,138,#b3a38a,2175
665,665,D00674,1796,179,168,141,#b3a88d,2190
671,671,D00680,1796,181,169,140,#b5a98c,2205
4281,4281,D36570,1796,186,172,139,#baac8b,2220
4277,4277,D36566,1796,186,184,159,#bab89f,2235
4264,4264,D36553,1796,189,173,144,#bdad90,2250
724,724,D00855,1796,191,176,146,#bfb092,2265
716,716,D00847,1796,193,176,145,#c1b091,2280
760,760,D00893,1796,193,185,163,#c1b9a3,2295
702,702,D00720,1796,196,179,157,#c4b39d,2310
969,969,D02374,1796,196,180,149,#c4b495,2325
4272,4272,D36561,1796,196,197,176,#c4c5b0,2340
6156,6156,T09066,1796,198,185,162,#c6b9a2,2355
4276,4276,D36565,1796,198,192,173,#c6c0ad,2370
4339,4339,D40055,1796,201,193,173,#c9c1ad,2385
701,701,D00719,1796,204,190,164,#ccbea4,2400
6793,6793,T10694,1796,204,193,175,#ccc1af,2415
727,727,D00858,1796,205,192,169,#cdc0a9,2430
4314,4314,D36648,1796,207,200,173,#cfc8ad,2445
4279,4279,D36568,1796,207,200,178,#cfc8b2,2460
4263,4263,D36552,1796,210,202,184,#d2cab8,2475
4297,4297,D36628,1796,210,205,181,#d2cdb5,2490
4234,4234,D36523,1796,211,197,166,#d3c5a6,2505
4250,4250,D36539,1796,212,208,191,#d4d0bf,2520
4237,4237,D36526,1796,213,197,166,#d5c5a6,2535
652,652,D00395,1796,214,205,183,#d6cdb7,2550
4265,4265,D36554,1796,215,208,187,#d7d0bb,2565
4271,4271,D36560,1796,215,213,189,#d7d5bd,2580
4233,4233,D36522,1796,216,204,180,#d8ccb4,2595
4266,4266,D36555,1796,216,212,195,#d8d4c3,2610
7082,7082,T12998,1796,217,204,180,#d9ccb4,2625
7086,7086,T13002,1796,217,206,181,#d9ceb5,2640
7081,7081,T12997,1796,218,207,185,#dacfb9,2655
7083,7083,T12999,1796,220,208,186,#dcd0ba,2670
704,704,D00722,1796,220,210,188,#dcd2bc,2685
7084,7084,T13000,1796,221,207,181,#ddcfb5,2700
4247,4247,D36536,1796,221,209,179,#ddd1b3,2715
4390,4390,D40247,1796,221,209,184,#ddd1b8,2730
7087,7087,T13003,1796,221,210,190,#ddd2be,2745
4270,4270,D36559,1796,221,215,193,#ddd7c1,2760
4252,4252,D36541,1796,221,219,200,#dddbc8,2775
4240,4240,D36529,1796,223,216,195,#dfd8c3,2790
4269,4269,D36558,1796,223,217,196,#dfd9c4,2805
7085,7085,T13001,1796,224,213,194,#e0d5c2,2820
6467,6467,T09595,1796,227,219,201,#e3dbc9,2835
4235,4235,D36524,1796,228,214,184,#e4d6b8,2850
4781,4781,N03696,1796,229,220,204,#e5dccc,2865
4280,4280,D36569,1796,230,214,185,#e6d6b9,2880
4126,4126,D36355,1796,231,223,200,#e7dfc8,2895
960,960,D02345,1796,232,227,210,#e8e3d2,2910
4253,4253,D36542,1796,236,231,213,#ece7d5,2925
771,771,D00916,1797,22,21,19,#161513,15
4311,4311,D36645,1797,53,52,40,#353428,30
772,772,D00954,1797,62,51,35,#3e3323,45
4299,4299,D36631,1797,67,59,41,#433b29,60
4323,4323,D36667,1797,68,70,61,#44463d,75
4871,4871,N04409,1797,71,74,60,#474a3c,90
742,742,D00873,1797,85,68,50,#554432,105
757,757,D00890,1797,89,77,63,#594d3f,120
778,778,D01106,1797,89,80,57,#595039,135
784,784,D01117,1797,94,68,43,#5e442b,150
4312,4312,D36646,1797,111,93,65,#6f5d41,165
872,872,D01211,1797,119,97,83,#776153,180
873,873,D01212,1797,126,109,94,#7e6d5e,195
5893,5893,T08563,1797,128,116,84,#807454,210
4447,4447,D40763,1797,136,113,94,#88715e,225
4309,4309,D36643,1797,136,122,93,#887a5d,240
739,739,D00870,1797,139,120,97,#8b7861,255
758,758,D00891,1797,155,141,116,#9b8d74,270
902,902,D01244,1797,160,131,109,#a0836d,285
4310,4310,D36644,1797,162,147,115,#a29373,300
4267,4267,D36556,1797,162,153,131,#a29983,315
4307,4307,D36641,1797,164,157,132,#a49d84,330
780,780,D01113,1797,166,153,134,#a69986,345
774,774,D01097,1797,170,159,140,#aa9f8c,360
4308,4308,D36642,1797,171,154,120,#ab9a78,375
745,745,D00876,1797,171,160,133,#aba085,390
718,718,D00849,1797,171,160,136,#aba088,405
4301,4301,D36635,1797,172,159,128,#ac9f80,420
958,958,D02343,1797,173,146,110,#ad926e,435
4303,4303,D36637,1797,177,158,124,#b19e7c,450
4305,4305,D36639,1797,177,168,142,#b1a88e,465
713,713,D00844,1797,177,168,143,#b1a88f,480
721,721,D00852,1797,177,169,148,#b1a994,495
4313,4313,D36647,1797,177,176,159,#b1b09f,510
781,781,D01114,1797,178,157,125,#b29d7d,525
722,722,D00853,1797,183,170,145,#b7aa91,540
4304,4304,D36638,1797,184,173,147,#b8ad93,555
717,717,D00848,1797,187,174,150,#bbae96,570
4298,4298,D36630,1797,189,172,141,#bdac8d,585
777,777,D01103,1797,194,177,146,#c2b192,600
776,776,D01102,1797,195,185,157,#c3b99d,615
4306,4306,D36640,1797,195,186,160,#c3baa0,630
959,959,D02344,1797,196,178,147,#c4b293,645
773,773,D01089,1797,196,180,149,#c4b495,660
4283,4283,D36605,1797,198,188,161,#c6bca1,675
4300,4300,D36633,1797,199,191,166,#c7bfa6,690
4261,4261,D36550,1797,201,197,182,#c9c5b6,705
4321,4321,D36663,1797,202,198,181,#cac6b5,720
4256,4256,D36545,1797,204,198,179,#ccc6b3,735
4262,4262,D36551,1797,205,197,176,#cdc5b0,750
4302,4302,D36636,1797,206,193,163,#cec1a3,765
720,720,D00851,1797,207,199,182,#cfc7b6,780
779,779,D01112,1797,208,192,166,#d0c0a6,795
726,726,D00857,1797,208,198,180,#d0c6b4,810
4238,4238,D36527,1797,210,198,171,#d2c6ab,825
4282,4282,D36601,1797,211,204,183,#d3ccb7,840
4260,4260,D36549,1797,214,216,201,#d6d8c9,855
4245,4245,D36534,1797,216,209,192,#d8d1c0,870
723,723,D00854,1797,216,211,196,#d8d3c4,885
1668,1668,D17202,1797,216,212,196,#d8d4c4,900
4259,4259,D36548,1797,216,213,195,#d8d5c3,915
4411,4411,D40336,1797,219,207,181,#dbcfb5,930
4248,4248,D36537,1797,220,214,193,#dcd6c1,945
4296,4296,D36627,1797,220,214,194,#dcd6c2,960
4392,4392,D40251,1797,222,211,185,#ded3b9,975
974,974,D02391,1797,224,218,203,#e0dacb,990
4249,4249,D36538,1797,224,219,199,#e0dbc7,1005
4257,4257,D36546,1797,224,222,204,#e0decc,1020
4412,4412,D40338,1797,226,214,188,#e2d6bc,1035
7030,7030,T11684,1797,233,219,193,#e9dbc1,1050
930,930,D01879,1797,235,229,210,#ebe5d2,1065
907,907,D01607,1798,17,16,14,#11100e,15
908,908,D01608,1798,24,24,21,#181815,30
6434,6434,T09538,1798,55,54,43,#37362b,45
910,910,D01628,1798,60,52,38,#3c3426,60
909,909,D01627,1798,62,54,40,#3e3628,75
775,775,D01101,1798,63,49,33,#3f3121,90
741,741,D00872,1798,64,62,46,#403e2e,105
707,707,D00725,1798,76,64,42,#4c402a,120
963,963,D02348,1798,88,71,48,#584730,135
744,744,D00875,1798,88,81,61,#58513d,150
957,957,D02342,1798,92,73,51,#5c4933,165
6547,6547,T09838,1798,101,75,52,#654b34,180
928,928,D01873,1798,111,93,79,#6f5d4f,195
5472,5472,T05210,1798,116,96,79,#74604f,210
964,964,D02350,1798,118,100,72,#766448,225
965,965,D02352,1798,120,120,98,#787862,240
695,695,D00708,1798,124,111,84,#7c6f54,255
700,700,D00717,1798,127,120,95,#7f785f,270
693,693,D00706,1798,132,114,88,#847258,285
934,934,D01891,1798,133,124,102,#857c66,300
933,933,D01883,1798,134,111,81,#866f51,315
937,937,D01900,1798,134,127,105,#867f69,330
696,696,D00709,1798,140,122,93,#8c7a5d,345
989,989,D03422,1798,140,125,100,#8c7d64,360
5228,5228,T00995,1798,150,124,92,#967c5c,375
6321,6321,T09367,1798,150,148,124,#96947c,390
4393,4393,D40255,1798,152,132,104,#988468,405
6794,6794,T10695,1798,158,152,138,#9e988a,420
972,972,D02378,1798,159,149,129,#9f9581,435
943,943,D01906,1798,165,146,106,#a5926a,450
927,927,D01862,1798,165,153,152,#a59998,465
743,743,D00874,1798,167,156,126,#a79c7e,480
1027,1027,D04166,1798,172,174,160,#acaea0,495
926,926,D01675,1798,173,141,100,#ad8d64,510
4294,4294,D36625,1798,174,154,116,#ae9a74,525
4458,4458,D41452,1798,178,140,80,#b28c50,540
746,746,D00877,1798,180,167,137,#b4a789,555
659,659,D00668,1798,180,175,149,#b4af95,570
762,762,D00895,1798,182,183,159,#b6b79f,585
4457,4457,D41451,1798,184,149,87,#b89557,600
748,748,D00879,1798,184,172,145,#b8ac91,615
942,942,D01905,1798,186,179,147,#bab393,630
946,946,D01909,1798,187,179,155,#bbb39b,645
4391,4391,D40249,1798,188,173,142,#bcad8e,660
694,694,D00707,1798,188,176,151,#bcb097,675
4318,4318,D36652,1798,188,177,151,#bcb197,690
944,944,D01907,1798,188,182,157,#bcb69d,705
906,906,D01346,1798,189,176,143,#bdb08f,720
938,938,D01901,1798,189,180,150,#bdb496,735
1032,1032,D04174,1798,189,185,169,#bdb9a9,750
939,939,D01902,1798,190,162,127,#bea27f,765
766,766,D00901,1798,190,172,141,#beac8d,780
935,935,D01892,1798,190,176,146,#beb092,795
940,940,D01903,1798,191,163,120,#bfa378,810
712,712,D00843,1798,195,194,181,#c3c2b5,825
932,932,D01882,1798,197,181,153,#c5b599,840
905,905,D01337,1798,197,182,150,#c5b696,855
639,639,D00329,1798,199,196,175,#c7c4af,870
925,925,D01674,1798,200,184,155,#c8b89b,885
4258,4258,D36547,1798,200,196,178,#c8c4b2,900
699,699,D00715,1798,201,192,165,#c9c0a5,915
967,967,D02354,1798,201,196,177,#c9c4b1,930
765,765,D00900,1798,202,186,157,#caba9d,945
914,914,D01657,1798,203,197,179,#cbc5b3,960
5634,5634,T08112,1798,203,198,172,#cbc6ac,975
4243,4243,D36532,1798,205,202,179,#cdcab3,990
945,945,D01908,1798,206,199,176,#cec7b0,1005
948,948,D01911,1798,208,198,169,#d0c6a9,1020
5224,5224,T00991,1798,208,205,183,#d0cdb7,1035
1256,1256,D08277,1798,209,195,162,#d1c3a2,1050
733,733,D00864,1798,210,202,185,#d2cab9,1065
971,971,D02377,1798,211,199,174,#d3c7ae,1080
920,920,D01669,1798,213,197,166,#d5c5a6,1095
941,941,D01904,1798,213,199,175,#d5c7af,1110
706,706,D00724,1798,213,212,193,#d5d4c1,1125
6483,6483,T09697,1798,215,196,168,#d7c4a8,1140
911,911,D01648,1798,216,209,186,#d8d1ba,1155
962,962,D02347,1798,218,211,195,#dad3c3,1170
924,924,D01673,1798,219,202,159,#dbca9f,1185
1044,1044,D04187,1798,221,214,196,#ddd6c4,1200
4389,4389,D40246,1798,224,212,187,#e0d4bb,1215
923,923,D01672,1798,224,217,199,#e0d9c7,1230
688,688,D00701,1798,224,219,200,#e0dbc8,1245
913,913,D01656,1798,225,216,196,#e1d8c4,1260
936,936,D01894,1798,228,217,195,#e4d9c3,1275
912,912,D01653,1798,229,221,204,#e5ddcc,1290
922,922,D01671,1798,230,205,163,#e6cda3,1305
921,921,D01670,1798,230,218,193,#e6dac1,1320
919,919,D01668,1798,230,218,195,#e6dac3,1335
916,916,D01659,1798,232,225,210,#e8e1d2,1350
915,915,D01658,1798,233,225,207,#e9e1cf,1365
961,961,D02346,1798,233,228,210,#e9e4d2,1380
4348,4348,D40105,1798,234,225,213,#eae1d5,1395
918,918,D01661,1798,234,227,211,#eae3d3,1410
917,917,D01660,1798,241,234,216,#f1ead8,1425
657,657,D00663,1798,241,235,221,#f1ebdd,1440
1031,1031,D04172,1799,60,49,36,#3c3124,15
1028,1028,D04167,1799,66,54,35,#423623,30
949,949,D01920,1799,67,60,49,#433c31,45
953,953,D02224,1799,71,55,40,#473728,60
1008,1008,D03642,1799,72,61,45,#483d2d,75
952,952,D02223,1799,73,57,34,#493922,90
783,783,D01116,1799,73,63,46,#493f2e,105
1029,1029,D04168,1799,80,74,56,#504a38,120
1035,1035,D04177,1799,103,83,63,#67533f,135
1026,1026,D04165,1799,106,92,67,#6a5c43,150
747,747,D00878,1799,111,91,65,#6f5b41,165
5872,5872,T08532,1799,127,118,102,#7f7666,180
6091,6091,T08907,1799,140,120,84,#8c7854,195
1043,1043,D04186,1799,140,134,109,#8c866d,210
955,955,D02240,1799,143,128,103,#8f8067,225
1034,1034,D04176,1799,161,143,111,#a18f6f,240
1039,1039,D04181,1799,165,153,123,#a5997b,255
956,956,D02241,1799,165,157,140,#a59d8c,270
782,782,D01115,1799,168,156,133,#a89c85,285
1038,1038,D04180,1799,173,164,139,#ada48b,300
966,966,D02353,1799,175,166,144,#afa690,315
931,931,D01880,1799,179,174,158,#b3ae9e,330
1243,1243,D08262,1799,180,171,148,#b4ab94,345
1016,1016,D03652,1799,182,161,133,#b6a185,360
951,951,D02188,1799,183,172,144,#b7ac90,375
1033,1033,D04175,1799,186,170,141,#baaa8d,390
1015,1015,D03651,1799,188,176,158,#bcb09e,405
1011,1011,D03647,1799,190,173,148,#bead94,420
1010,1010,D03644,1799,193,178,155,#c1b29b,435
950,950,D02187,1799,195,189,168,#c3bda8,450
1040,1040,D04182,1799,197,185,166,#c5b9a6,465
1009,1009,D03643,1799,199,184,160,#c7b8a0,480
973,973,D02383,1799,199,189,164,#c7bda4,495
1012,1012,D03648,1799,200,183,156,#c8b79c,510
6796,6796,T10697,1799,200,185,158,#c8b99e,525
1036,1036,D04178,1799,202,186,159,#caba9f,540
4860,4860,N04356,1799,206,182,146,#ceb692,555
1042,1042,D04185,1799,207,189,159,#cfbd9f,570
954,954,D02238,1799,207,199,177,#cfc7b1,585
1013,1013,D03649,1799,209,192,166,#d1c0a6,600
6795,6795,T10696,1799,216,200,166,#d8c8a6,615
1014,1014,D03650,1799,219,211,196,#dbd3c4,630
4461,4461,D41466,1799,225,216,197,#e1d8c5,645
1244,1244,D08263,1800,65,65,60,#41413c,15
1654,1654,D17188,1800,70,72,53,#464835,30
6193,6193,T09151,1800,83,62,43,#533e2b,45
6040,6040,T08830,1800,85,72,52,#554834,60
1025,1025,D04164,1800,87,73,52,#574934,75
4968,4968,N05195,1800,106,105,89,#6a6959,90
6624,6624,T10073,1800,130,112,84,#827054,105
5207,5207,T00971,1800,147,112,79,#93704f,120
1041,1041,D04183,1800,170,140,88,#aa8c58,135
968,968,D02357,1800,174,161,131,#aea183,150
5992,5992,T08765,1800,179,171,153,#b3ab99,165
1245,1245,D08264,1800,180,177,162,#b4b1a2,180
4320,4320,D36661,1800,190,189,163,#bebda3,195
1020,1020,D04159,1800,192,165,119,#c0a577,210
4905,4905,N04728,1800,195,215,211,#c3d7d3,225
4284,4284,D36612,1800,198,184,152,#c6b898,240
1030,1030,D04169,1800,202,192,171,#cac0ab,255
4864,4864,N04360,1800,202,200,180,#cac8b4,270
5205,5205,T00969,1800,205,177,136,#cdb188,285
5724,5724,T08236,1800,209,196,167,#d1c4a7,300
5227,5227,T00994,1800,210,201,177,#d2c9b1,315
6176,6176,T09128,1800,215,199,170,#d7c7aa,330
5382,5382,T04160,1800,215,207,184,#d7cfb8,345
1022,1022,D04161,1800,218,206,177,#daceb1,360
5823,5823,T08483,1800,221,205,183,#ddcdb7,375
6453,6453,T09570,1800,224,216,197,#e0d8c5,390
1018,1018,D04155,1800,226,211,183,#e2d3b7,405
2,2,A00041,1800,231,236,241,#e7ecf1,420
1125,1125,D05956,1801,49,33,23,#312117,15
1123,1123,D05954,1801,53,29,19,#351d13,30
5725,5725,T08237,1801,74,58,39,#4a3a27,45
5357,5357,T03340,1801,82,66,45,#52422d,60
1126,1126,D05957,1801,85,65,43,#55412b,75
1006,1006,D03640,1801,87,88,70,#575846,90
5206,5206,T00970,1801,98,76,48,#624c30,105
1124,1124,D05955,1801,99,79,50,#634f32,120
1127,1127,D05958,1801,103,86,64,#675640,135
1004,1004,D03638,1801,123,104,73,#7b6849,150
1037,1037,D04179,1801,125,107,81,#7d6b51,165
1128,1128,D05959,1801,132,90,48,#845a30,180
995,995,D03431,1801,135,114,85,#877255,195
994,994,D03429,1801,147,125,97,#937d61,210
983,983,D03408,1801,152,134,106,#98866a,225
992,992,D03425,1801,154,130,98,#9a8262,240
987,987,D03420,1801,154,132,104,#9a8468,255
979,979,D03386,1801,155,131,100,#9b8364,270
986,986,D03415,1801,155,137,110,#9b896e,285
991,991,D03424,1801,158,136,106,#9e886a,300
988,988,D03421,1801,158,138,109,#9e8a6d,315
996,996,D03435,1801,159,134,102,#9f8666,330
978,978,D03384,1801,159,137,107,#9f896b,345
976,976,D03382,1801,159,139,111,#9f8b6f,360
985,985,D03414,1801,160,138,111,#a08a6f,375
984,984,D03413,1801,161,145,121,#a19179,390
990,990,D03423,1801,162,147,121,#a29379,405
998,998,D03632,1801,163,149,114,#a39572,420
993,993,D03426,1801,170,143,108,#aa8f6c,435
980,980,D03387,1801,173,149,116,#ad9574,450
977,977,D03383,1801,175,148,115,#af9473,465
1003,1003,D03637,1801,175,156,113,#af9c71,480
981,981,D03389,1801,178,159,131,#b29f83,495
982,982,D03405,1801,179,155,123,#b39b7b,510
1001,1001,D03635,1801,181,158,122,#b59e7a,525
1007,1007,D03641,1801,186,173,140,#baad8c,540
5226,5226,T00993,1801,188,160,123,#bca07b,555
997,997,D03436,1801,188,166,132,#bca684,570
999,999,D03633,1801,190,174,138,#beae8a,585
1630,1630,D17163,1801,200,187,163,#c8bba3,600
1000,1000,D03634,1801,204,191,162,#ccbfa2,615
975,975,D02474,1801,205,194,170,#cdc2aa,630
5253,5253,T01024,1801,205,195,173,#cdc3ad,645
1002,1002,D03636,1801,206,193,162,#cec1a2,660
1656,1656,D17190,1801,219,213,192,#dbd5c0,675
1088,1088,D04812,1802,34,34,32,#222220,15
1079,1079,D04801,1802,34,34,34,#222222,30
4448,4448,D40786,1802,36,36,34,#242422,45
1045,1045,D04397,1802,39,40,37,#272825,60
1047,1047,D04460,1802,44,46,43,#2c2e2b,75
1046,1046,D04427,1802,48,50,45,#30322d,90
1063,1063,D04610,1802,69,54,37,#453625,105
1072,1072,D04627,1802,71,65,50,#474132,120
1064,1064,D04613,1802,76,72,58,#4c483a,135
1070,1070,D04625,1802,80,73,57,#504939,150
1067,1067,D04616,1802,84,72,54,#544836,165
1226,1226,D08207,1802,89,83,72,#595348,180
1071,1071,D04626,1802,100,92,75,#645c4b,195
6314,6314,T09359,1802,102,93,75,#665d4b,210
5727,5727,T08245,1802,104,87,59,#68573b,225
1055,1055,D04525,1802,106,89,67,#6a5943,240
1056,1056,D04526,1802,106,90,70,#6a5a46,255
4330,4330,D40023,1802,110,96,77,#6e604d,270
1062,1062,D04608,1802,112,104,85,#706855,285
1065,1065,D04614,1802,115,114,100,#737264,300
1057,1057,D04527,1802,118,103,84,#766754,315
1052,1052,D04501,1802,120,99,77,#78634d,330
5223,5223,T00990,1802,120,101,76,#78654c,345
1066,1066,D04615,1802,121,120,108,#79786c,360
1050,1050,D04497,1802,122,106,86,#7a6a56,375
1096,1096,D04882,1802,122,115,96,#7a7360,390
1051,1051,D04500,1802,124,103,81,#7c6751,405
1061,1061,D04607,1802,126,119,100,#7e7764,420
1053,1053,D04502,1802,128,107,85,#806b55,435
1076,1076,D04798,1802,128,116,104,#807468,450
6625,6625,T10074,1802,134,126,103,#867e67,465
1074,1074,D04640,1802,139,133,116,#8b8574,480
